x,y,u
0.46153846,0.51282051,0.06382327
0.46153846,0.53846154,0.06341702
0.46153846,0.56410256,0.06260629
0.46153846,0.58974359,0.06139563
0.46153846,0.61538462,0.05979184
0.46153846,0.64102564,0.05780401
0.46153846,0.66666667,0.05544349
0.46153846,0.69230769,0.05272389
0.46153846,0.71794872,0.04966106
0.46153846,0.74358974,0.04627310
0.46153846,0.76923077,0.04258033
0.46153846,0.79487179,0.03860526
0.46153846,0.82051282,0.03437253
0.46153846,0.84615385,0.02990887
0.46153846,0.87179487,0.02524296
0.46153846,0.89743590,0.02040534
0.46153846,0.92307692,0.01542815
0.46153846,0.94871795,0.01034496
0.46153846,0.97435897,0.00519043
0.46153846,1.00000000,0.00000000
0.48717949,0.00000000,0.00000000
0.48717949,0.02564103,0.00511447
0.48717949,0.05128205,0.01019418
0.48717949,0.07692308,0.01520465
0.48717949,0.10256410,0.02011206
0.48717949,0.12820513,0.02488358
0.48717949,0.15384615,0.02948762
0.48717949,0.17948718,0.03389409
0.48717949,0.20512821,0.03807457
0.48717949,0.23076923,0.04200250
0.48717949,0.25641026,0.04565325
0.48717949,0.28205128,0.04900424
0.48717949,0.30769231,0.05203504
0.48717949,0.33333333,0.05472737
0.48717949,0.35897436,0.05706517
0.48717949,0.38461538,0.05903463
